Grain Number,Angle in degrees,Length of rice,Width of rice,Orientation in Radian
0,81.53259142906816,203.98404368882248,58.53475205003374,-0.14778415867434846
1,119.08138314495909,203.42278227485383,58.976335685449634,0.5075658869135196
2,65.16665217636175,225.67504949472854,55.3908244744588,-0.43342368381545565
3,127.14922944407358,224.24708504149973,52.59508660962903,0.6483763683779067
4,110.85780844226511,239.56808537258948,48.61107200760958,0.3640374320677959
5,123.77216602003894,228.3918662866215,55.808016329795905,0.5894354925798287
6,14.905642013198289,214.51963337636153,58.28936601415,-1.3106437965409903
7,65.8815796703306,235.19427292300887,65.43016990728937,-0.4209458451326674
8,159.75626939596123,223.20127788489833,48.913180483310576,1.2174765748676792
9,74.82585907403755,228.18251185347336,66.05768333203143,-0.2648387203196658
10,104.11683989076865,211.8993199227048,64.8068059988093,0.24638533607078955
11,127.98443277779079,216.15225007698754,58.70317218211401,0.6629534164749049
12,103.64172831828637,240.47102961101294,53.18651341423376,0.23809307481664624
13,72.59426875878398,224.51622244739193,48.662837489693395,-0.30378731887645893
14,28.346358695432883,242.40103634125137,52.99308765577353,-1.0760590366082683
15,20.955161121604718,225.14615667475675,52.238881392056065,-1.2050597699369863
kernal Pic 1 total count is ,16
16,5.870254646944275,203.7478152216905,54.210900164502625,-1.4683410552752216
17,91.56417517982837,223.29166386939337,52.11461884526184,0.027300006965979423
18,125.71261662727524,222.082151521452,49.10343060790065,0.6233027446484255
19,74.95033496307056,231.006712499486,46.074682331761494,-0.26266620621669273
20,139.3897615025777,225.25824491612826,55.1920620913266,0.8620139549947224
21,65.45729704850702,204.72776104844945,55.95553011689062,-0.4283509738424827
22,18.90482859697933,196.11044394476215,56.35292021420568,-1.2408448232524272
23,161.14442932419604,217.5225420162934,43.85650764828277,1.241704536159625
24,102.33047409100772,206.36789740997853,62.23779245127594,0.21520737121993957
25,55.43566699613019,214.39398926774632,52.54786453497457,-0.6032614146732701
26,147.8959827763315,228.9469087626777,41.492821215795296,1.0104755231249123
27,142.48116037180628,232.62894326137257,51.78588467533777,0.915969043755191
28,54.43602401203892,222.83722327113182,65.84982085311076,-0.620708476090124
29,84.7455457394779,237.06547504888533,59.51517284788081,-0.0917075272415544
30,14.118226111787905,225.1813857398111,60.30626234493847,-1.3243867966031606
31,98.30038922331207,232.3477010192926,56.045248763666685,0.14486912114385053
kernal Pic 2 total count is ,16
32,4.631301908655175,227.10572650208056,63.42563794675269,-1.4899648598349662
33,162.15694423695336,250.39635690337204,59.636053581524344,1.2593762551127836
34,150.59722137396918,241.6381551124304,54.308601674921874,1.0576210305356444
35,70.72289685454565,254.3357050680449,64.1048868657616,-0.33644892013473376
36,116.73124744249058,232.25292527518062,66.00065450460644,0.46654828103677426
37,86.95278621974798,256.6922356842777,50.24356974711611,-0.05318391347754071
38,51.86807527502466,247.13620909276563,62.60057127452267,-0.6655276365734529
39,89.80560551975309,200.36701823409987,58.55186674059245,-0.0033928237280116966
40,20.56152387898993,222.7593675073066,64.71549084014471,-1.211930035879086
41,73.14968486712381,238.2668844097436,57.74828937648392,-0.29409347906731537
42,114.90415098615917,272.54170433471126,59.79131068927187,0.43465943212227026
43,114.54028885206361,266.7679745215507,61.5661284979765,0.4283088398589696
44,132.26290617595296,250.27715623849815,54.92512887264856,0.737626864231825
45,74.12760217775636,238.32654332847315,66.87045989405797,-0.2770256021845293
kernal Pic 3 total count is ,14
46,2.6662415426840482,229.99660557636096,63.3136808267379,-1.524261633221607
47,19.604477398533078,227.96807198002983,60.954381629836725,-1.2286336480576818
48,124.11516251511374,236.95301753720426,56.87758565016286,0.5954219107416845
49,170.57468593063226,247.13029591919346,59.863885628067415,1.4062935632498845
50,120.60893213556177,253.53401280237037,67.90292929489208,0.5342266462850522
51,117.99964793794936,234.76690853217525,68.78273221612999,0.4886860459164574
52,84.99620864313806,252.89867467654034,61.79112699398693,-0.0873326342600755
53,154.68531193082134,211.86357637786236,62.69772111561689,1.1289716708724027
54,103.56344832719908,260.06950589114865,62.19066317833045,0.23672683123374114
55,160.1925087195459,280.2190962859852,61.71528617828841,1.225090387390905
56,108.92902977941581,249.19076800088337,56.97402094481688,0.3303738938588619
57,84.38565663268075,281.12971900862505,59.79039985311977,-0.09798877709722634
58,59.591149528807335,270.785941006589,63.0453426816416,-0.5307345624689411
59,73.67597712848635,240.35187192675883,67.14377876259769,-0.2849079462787725
60,106.59841414971625,254.29461197794242,60.00317431355705,0.28969697752216356
61,109.41113913001496,251.12809285805417,66.40603031227263,0.3387882893814688
kernal Pic 4 total count is ,16
62,1.107312984019046,207.97034074478063,58.082236722248346,-1.551470069373681
63,18.595092307272566,207.22700866263463,54.64442375348823,-1.2462507413207211
64,138.45312247218115,399.3803058345764,96.75606665771964,0.8456665200116158
65,119.11720931827398,225.83653784329636,59.1136887052918,0.5081911715962546
66,0.37218458039239977,238.3212078448841,43.74846522136125,-1.5643004804418956
67,155.06449192344073,187.42230014491687,56.676940758765255,1.135589610201299
68,171.65019892654288,251.16668279468928,50.75542836797349,1.425064806176513
69,123.63740128754714,213.81794360739687,61.0588309525234,0.5870834042822775
70,98.77912812221845,237.49146138026666,51.517806028043005,0.1532246911871392
71,55.88171167932211,209.7836792984343,61.280160429104036,-0.5954764663405561
72,129.36372809135707,224.9606953033788,58.37124155217169,0.6870266610539643
73,118.16964849515338,226.5421910206412,53.89303907019865,0.4916531153698923
74,77.57460272545137,237.5444588066455,47.97688578763261,-0.21686409330920345
kernal Pic 5 total count is ,13
