Grain Number,Angle in degrees,Length of rice,Width of rice,Orientation in Radian
0,35.75842771801274,207.59170845596597,54.43170678139509,-0.9466940277791718
1,72.96443120730903,160.02398132626476,56.700977963161115,-0.2973267653824526
2,171.46222291901023,100.85496233132803,50.95456065321336,1.4217840059303142
3,145.8457766584469,173.16775141046898,48.48582055529362,0.9746926760232955
4,36.46792205444222,186.3768062342397,40.44160555805078,-0.934311015584225
5,121.63281256282414,163.96268175474864,51.229041565891045,0.552096730887507
6,12.09011370154171,197.43045555037148,45.19784781584717,-1.3597840357625146
7,90.02066170601233,181.34339180248242,43.24950731259039,0.00036061479899434745
8,61.905546021458406,141.53443233952714,60.59439310522542,-0.49034072347557117
9,172.15892166184585,184.64475793522752,43.882515309327026,1.4339436928873017
10,17.479057150937436,183.6482285859033,59.86064502316007,-1.2657292293667788
11,146.18732807490716,140.353437587434,53.72943642331898,0.9806538728053767
12,107.99861424149555,200.3208128442286,50.51349666384673,0.314135079310439
13,29.959782389172872,171.3040892908692,60.49729190819959,-1.0478994809228168
Adhwar Pic 1 total count is ,14
14,32.53268364048762,181.14411163731086,45.35240623351348,-1.0029938827586924
15,165.43020183597272,163.57756618876414,45.75359313246324,1.3165053774815958
16,66.79557527408801,138.69171620265953,48.29771975515079,-0.4049936124983471
17,109.37393782694056,157.34038302290702,49.17415571184619,0.33813900415678805
18,33.14595629640679,162.33802528574574,34.39941897138142,-0.9922902557004526
19,58.843606866556485,237.44207551391577,135.9001714460077,-0.5437816432243423
20,45.88108620007251,226.1272451234809,116.11178669586447,-0.7700203082122975
21,59.7764877670878,123.59887328619338,52.682148906772284,-0.5274997999811012
22,174.64011239478617,156.6289852670874,45.50759309267634,1.4772486405470815
23,173.27028148917566,91.37282157349364,51.222508183932796,1.4533405810486024
Adhwar Pic 2 total count is ,10
24,70.50493603669304,167.33688799757982,39.57381584073607,-0.3402530540466016
25,117.49508131595928,158.54804476960726,47.7237844787928,0.4798796970670647
26,58.05934709231438,236.15473566567275,125.24163093247806,-0.5574695584758145
27,44.69717270684599,217.11172566617486,123.56962515597893,-0.7906834967278878
28,61.88906473648076,121.91431189038569,49.40539238957497,-0.4906283761633905
29,26.123094283325187,183.12779184841727,51.60413875082583,-1.1148623207419637
30,140.15080040022764,193.0064635573229,48.769633068295356,0.8752965894944624
31,158.09042967943753,250.67580376000862,84.5521659049091,1.1884021870038517
32,177.52413170058196,156.7522520866246,43.63811182680336,1.5275842731242988
33,173.284779805701,90.06312490362667,48.32832775014789,1.4535936244079655
Adhwar Pic 3 total count is ,10
34,62.84800513461721,180.18545798359392,52.67712981043653,-0.4738917088855241
35,171.0797659579634,192.213391232491,43.532178100890754,1.4151088727128753
36,160.02025923144842,168.80782947621367,41.58633505334662,1.2220840666887292
37,53.32531363415224,157.15089419675067,51.10815266775762,-0.6400940292203171
38,120.49670934470444,172.77786138742786,49.41010296687428,0.5322679890888149
39,56.06670500382427,256.1854804288551,135.023753343247,-0.5922477237337831
40,43.00196803515684,235.4133984630444,133.7008304714444,-0.820270399744053
41,140.55907229217928,132.84671022872422,48.30711667356557,0.8824222782523647
42,99.56458108148176,156.2075790442068,52.17491670823996,0.16693343144581688
43,24.411278863404462,199.1315927177996,55.03302438590934,-1.1447391360059895
44,138.44422105829307,210.1046432882117,53.29341398423281,0.8455111610311856
45,175.88539894980414,170.8021043189035,47.49954411884052,1.4989829910629622
46,156.83311132232652,274.3580505383248,91.89979600915768,1.1664578419264988
47,98.1275333117433,178.07632054371,47.89040664297465,0.14185221635543938
48,172.19064958335946,97.47272212744937,52.97931856514727,1.4344974495825282
Adhwar Pic 4 total count is ,15
49,52.27982875567898,189.92874040777406,54.04045900340946,-0.6583411826294883
50,171.0624999610123,206.65124972008115,46.47697212715848,1.4148075242174394
51,118.0190341178945,185.04658358577032,55.15936814313517,0.4890243985858841
52,161.0007830924348,186.37423206095886,43.802073991315,1.2391974364573088
53,53.03828000520998,165.75357560712393,56.018764803949956,-0.6451037111093072
54,129.31231023914944,136.67831732784848,52.09288561378405,0.6861292502386372
55,36.7606986319519,207.85693739293697,63.324524739927604,-0.9292011003339607
56,10.039989755765504,210.4208140722887,56.90268916013537,-1.395565448690287
57,77.27714024189888,193.8843866073686,35.98993728052911,-0.22205579304835393
58,140.29913976910183,217.8450269285495,56.07518098112913,0.8778855998916472
59,78.91065731353545,172.24880986355723,58.506320374693836,-0.1935455417607595
Adhwar Pic 5 total count is ,11
